timestamp,sample_idx,label,fault_active,ho_sr,rsrp,rsrq,sinr,throughput,prb,latency,rrc_sr,rrc_reest,rlf,prach_fail,connected_ues,ul_timing_err,cell_id,run_id,fault_type
2024-01-15T08:00:00,0,NORMAL,0,0.9616,-68.0596,-4.1762,18.028,0.7198,0.4767,11.2379,0.988,0.0187,0.0127,0.0115,0.6884,0.0451,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.050000,1,NORMAL,0,0.9627,-77.0603,-6.5228,20.7551,0.8246,0.4124,12.4205,0.9895,0.0246,-0.0001,0.0136,0.6321,0.0567,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.100000,2,NORMAL,0,0.9645,-71.4041,-10.1573,18.7802,0.852,0.3168,19.5409,0.991,0.02,0.0055,0.0141,0.6567,0.0544,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.150000,3,NORMAL,0,0.977,-77.3805,-6.8746,14.1227,0.7469,0.4464,14.0738,0.9812,0.0178,0.0124,0.0208,0.6667,0.0276,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.200000,4,NORMAL,0,0.9851,-75.0997,-8.6251,16.4329,0.8101,0.4471,14.8519,0.9804,0.0184,0.0141,0.0161,0.6362,0.0406,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.250000,5,NORMAL,0,0.969,-69.8449,-6.2508,17.2236,0.8089,0.537,15.2126,0.9811,0.0073,0.0089,0.019,0.5629,0.0499,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.300000,6,NORMAL,0,0.9629,-74.4786,-9.0894,21.8715,0.7918,0.3585,14.7524,0.9787,0.0264,0.011,0.0219,0.6373,0.045,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.350000,7,NORMAL,0,0.9657,-75.4222,-9.3055,16.3391,0.7507,0.3381,14.0339,0.9847,0.0185,0.0047,0.0092,0.8049,0.0437,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.400000,8,NORMAL,0,0.9699,-74.1868,-13.5504,23.3774,0.8347,0.3663,11.9149,0.9793,0.0291,0.0053,0.0124,0.5916,0.0508,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.450000,9,NORMAL,0,0.976,-66.0531,-8.798,19.1348,0.7866,0.3513,19.2677,0.9918,0.0209,0.0127,0.0211,0.6565,0.0533,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.500000,10,NORMAL,0,0.9771,-79.7308,-4.6526,17.3247,0.902,0.4196,13.0128,0.9848,0.0173,0.0072,0.0219,0.4649,0.0376,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.550000,11,RLF_SPIKE,1,0.7161,-78.0482,-6.8159,10.7567,0.4243,0.3721,11.2139,0.9829,0.3609,0.3711,0.0089,0.6645,0.0552,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.600000,12,RLF_SPIKE,1,0.7208,-84.1971,-9.9099,5.6476,0.4948,0.4319,15.3315,0.9787,0.2246,0.3772,0.0158,0.5827,0.0456,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.650000,13,RLF_SPIKE,1,0.7209,-88.4983,-7.0195,10.0894,0.2697,0.4312,10.2491,0.9783,0.2413,0.3511,0.0102,0.6574,0.0319,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.700000,14,RLF_SPIKE,1,0.7229,-87.8898,-8.469,7.834,0.3846,0.3833,10.6938,0.984,0.2515,0.2686,0.0121,0.5553,0.0561,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.750000,15,RLF_SPIKE,1,0.8218,-94.4908,-5.1325,12.4858,0.3599,0.5065,12.9846,0.9788,0.3282,0.3149,0.0122,0.7451,0.0666,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.800000,16,RLF_SPIKE,1,0.8328,-93.5441,-8.3127,12.9778,0.5163,0.3198,6.9359,0.9862,0.2704,0.2596,0.009,0.5969,0.043,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.850000,17,RLF_SPIKE,1,0.7523,-94.6187,-11.5199,3.5409,0.4115,0.5542,14.7415,0.9922,0.2226,0.338,0.0185,0.6122,0.0549,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.900000,18,RLF_SPIKE,1,0.7158,-95.4927,-10.3557,10.5316,0.2573,0.425,12.7407,0.9825,0.3035,0.3073,0.0124,0.5954,0.0531,Cell-42,67,RLF_SPIKE
2024-01-15T08:00:00.950000,19,RLF_SPIKE,1,0.7392,-94.6344,-7.602,6.3683,0.3877,0.5545,12.0529,0.9772,0.2717,0.2965,0.0099,0.5624,0.0435,Cell-42,67,RLF_SPIKE
