timestamp,sample_idx,label,fault_active,ho_sr,rsrp,rsrq,sinr,throughput,prb,latency,rrc_sr,rrc_reest,rlf,prach_fail,connected_ues,ul_timing_err,cell_id,run_id,fault_type
2024-01-15T08:00:00,0,NORMAL,0,0.9634,-81.1848,-8.8397,11.7751,0.933,0.3544,16.7583,0.9852,0.0228,0.0065,0.016,0.702,0.0566,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.050000,1,NORMAL,0,0.9712,-76.8417,-8.9607,13.2175,0.8219,0.4958,16.8479,0.9865,0.0162,0.0029,0.0202,0.5063,0.0466,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.100000,2,NORMAL,0,0.9632,-75.3473,-7.9284,18.4144,0.5868,0.421,5.3113,0.9887,0.0172,0.0015,0.0109,0.6044,0.0619,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.150000,3,NORMAL,0,0.9666,-73.2778,-5.6376,17.7116,0.8403,0.4679,8.1406,0.9924,0.0129,0.0108,0.0074,0.6981,0.0686,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.200000,4,NORMAL,0,0.9633,-76.2818,-6.7791,17.0118,0.9255,0.4335,11.0395,0.9823,0.0153,0.0061,0.0132,0.611,0.0434,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.250000,5,NORMAL,0,0.9818,-80.1505,-7.7067,19.7776,0.8304,0.4159,11.2779,0.9873,0.0213,0.0072,0.0072,0.6126,0.0385,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.300000,6,NORMAL,0,0.9597,-74.8339,-7.2825,23.3414,0.737,0.4742,12.9179,0.9915,0.0229,0.005,0.0064,0.6749,0.0447,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.350000,7,NORMAL,0,0.9572,-81.3379,-7.678,22.5231,0.7473,0.4613,11.6932,0.9786,0.0237,0.0047,0.0151,0.6227,0.0589,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.400000,8,NORMAL,0,0.9565,-73.0457,-9.6796,16.4667,0.4892,0.5664,13.6517,0.9812,0.0144,0.0065,0.0186,0.4986,0.0486,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.450000,9,NORMAL,0,0.9792,-80.6697,-7.8392,24.6099,0.8306,0.4288,13.5199,0.983,0.0265,0.0068,0.0052,0.6187,0.0403,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.500000,10,NORMAL,0,0.9628,-76.2954,-5.6052,20.0859,0.8011,0.4198,8.8234,0.9741,0.0206,0.0104,0.0145,0.6072,0.0546,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.550000,11,NORMAL,0,0.9643,-66.5713,-5.5345,20.8785,0.8406,0.3297,13.989,0.9869,0.023,0.0095,0.0173,0.8661,0.0492,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.600000,12,NORMAL,0,0.9725,-77.3549,-6.4187,20.818,0.8092,0.5368,9.3472,0.9826,0.0211,0.0106,0.0159,0.7529,0.0434,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.650000,13,INTERFERENCE,1,0.9559,-81.6137,-12.9554,6.7926,0.411,0.5896,14.57,0.986,0.0313,0.112,0.0284,0.6831,0.0599,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.700000,14,INTERFERENCE,1,0.9697,-78.8136,-15.6529,3.5895,0.397,0.6626,12.8619,0.982,0.0187,0.1628,0.0093,0.5275,0.0427,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.750000,15,INTERFERENCE,1,0.9734,-78.775,-10.6337,12.7997,0.4462,0.6081,12.3124,0.9896,0.022,0.0798,0.0041,0.664,0.0524,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.800000,16,INTERFERENCE,1,0.9673,-86.4464,-14.4502,3.6016,0.6923,0.6302,14.6605,0.9827,0.0162,0.1246,0.0119,0.6577,0.027,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.850000,17,INTERFERENCE,1,0.9664,-92.9797,-13.3742,7.243,0.4914,0.3855,11.9321,0.984,0.0273,0.106,0.0054,0.7708,0.0475,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.900000,18,INTERFERENCE,1,0.9615,-81.9899,-9.3334,8.1987,0.3576,0.5165,14.3504,0.9819,0.016,0.0898,0.0047,0.5578,0.0346,Cell-44,48,INTERFERENCE
2024-01-15T08:00:00.950000,19,INTERFERENCE,1,0.9681,-85.2429,-12.7311,14.1036,0.4451,0.64,7.2855,0.9768,0.018,0.1098,0.0139,0.7076,0.0459,Cell-44,48,INTERFERENCE
