timestamp,sample_idx,label,fault_active,ho_sr,rsrp,rsrq,sinr,throughput,prb,latency,rrc_sr,rrc_reest,rlf,prach_fail,connected_ues,ul_timing_err,cell_id,run_id,fault_type
2024-01-15T08:00:00,0,NORMAL,0,0.9751,-75.8979,-12.5284,13.5272,0.8149,0.4193,15.8528,0.9854,0.0163,0.0089,0.0201,0.7581,0.0489,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.050000,1,NORMAL,0,0.9655,-71.1036,-9.4972,20.2103,0.7614,0.4147,12.008,0.9856,0.0296,0.0066,0.0129,0.7657,0.0544,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.100000,2,NORMAL,0,0.9711,-80.1513,-7.5071,20.4311,0.7261,0.464,11.3868,0.9818,0.0251,0.0114,0.0156,0.6861,0.0632,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.150000,3,NORMAL,0,0.9618,-73.2571,-8.7727,14.9446,0.7484,0.3413,13.2767,0.9811,0.013,0.0102,0.0184,0.6236,0.057,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.200000,4,NORMAL,0,0.9586,-76.8616,-7.1853,21.1014,0.7494,0.3783,14.9475,0.9881,0.0207,0.0115,0.0247,0.6793,0.0441,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.250000,5,NORMAL,0,0.969,-79.0997,-5.5157,15.8951,0.7645,0.3614,12.5465,0.9861,0.0237,0.0084,0.0152,0.6041,0.0471,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.300000,6,NORMAL,0,0.9539,-68.0315,-8.1886,22.9221,0.7703,0.2869,10.6488,0.985,0.0203,0.01,0.0159,0.623,0.0409,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.350000,7,NORMAL,0,0.9617,-71.9774,-6.2832,15.9784,0.8606,0.4598,9.3387,0.9862,0.0218,0.0048,0.0082,0.6879,0.0455,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.400000,8,NORMAL,0,0.9771,-66.3947,-7.056,20.8552,0.6981,0.3268,11.5758,0.9786,0.0215,0.0056,0.016,0.6362,0.0564,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.450000,9,CAPACITY_OVERFLOW,1,0.9676,-77.0196,-10.7368,18.4875,0.3778,0.8992,73.3645,0.7376,0.015,0.0077,0.0081,0.905,0.0675,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.500000,10,CAPACITY_OVERFLOW,1,0.9663,-74.9716,-6.6479,14.1021,0.4047,0.7953,77.5769,0.7531,0.0166,0.0078,0.0057,0.9469,0.0563,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.550000,11,CAPACITY_OVERFLOW,1,0.9691,-78.7604,-9.5484,21.9209,0.4145,0.871,67.761,0.7382,0.0109,0.0069,0.0177,1.1044,0.0584,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.600000,12,CAPACITY_OVERFLOW,1,0.9683,-74.8567,-8.9131,19.5098,0.4297,0.7566,76.7905,0.7521,0.0224,0.0087,0.0148,1.0096,0.0457,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.650000,13,CAPACITY_OVERFLOW,1,0.9776,-74.2282,-7.8946,20.2799,0.4179,0.8486,61.6336,0.7075,0.0175,0.006,0.0144,1.0301,0.0557,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.700000,14,CAPACITY_OVERFLOW,1,0.9702,-71.5385,-7.4494,18.1657,0.5529,0.7076,44.7143,0.7273,0.0179,0.0027,0.0189,0.9679,0.0432,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.750000,15,CAPACITY_OVERFLOW,1,0.961,-72.8316,-8.6983,18.5115,0.3523,0.8066,59.9476,0.6751,0.0233,0.009,0.0154,1.0052,0.0568,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.800000,16,CAPACITY_OVERFLOW,1,0.9616,-83.1243,-8.1544,20.4041,0.5964,0.7942,61.9843,0.6911,0.0085,0.0063,0.0151,1.0217,0.0444,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.850000,17,CAPACITY_OVERFLOW,1,0.9732,-81.6559,-8.3265,20.8718,0.266,0.9794,73.4194,0.6386,0.0178,0.0108,0.008,0.9893,0.0422,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.900000,18,CAPACITY_OVERFLOW,1,0.9651,-73.0716,-7.3961,16.7978,0.3914,0.8582,76.4252,0.7518,0.0205,0.0064,0.0219,0.9,0.0449,Cell-35,143,CAPACITY_OVERFLOW
2024-01-15T08:00:00.950000,19,CAPACITY_OVERFLOW,1,0.9504,-73.2309,-8.4065,18.0956,0.4684,0.8266,74.4139,0.7452,0.0205,0.0097,0.0216,1.05,0.0492,Cell-35,143,CAPACITY_OVERFLOW
