timestamp,sample_idx,label,fault_active,ho_sr,rsrp,rsrq,sinr,throughput,prb,latency,rrc_sr,rrc_reest,rlf,prach_fail,connected_ues,ul_timing_err,cell_id,run_id,fault_type
2024-01-15T08:00:00,0,NORMAL,0,0.968,-67.6575,-9.2815,13.3588,0.8032,0.3366,9.543,0.9896,0.0294,0.005,0.0113,0.6148,0.0445,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.050000,1,NORMAL,0,0.9805,-77.6528,-8.7755,22.8485,0.8261,0.489,9.2817,0.9823,0.0148,0.0104,0.0211,0.602,0.0464,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.100000,2,NORMAL,0,0.9624,-82.7361,-9.3476,20.3198,0.71,0.4265,8.0759,0.9843,0.0172,0.0043,0.019,0.7177,0.0403,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.150000,3,NORMAL,0,0.9633,-74.7784,-11.6295,13.8087,0.8829,0.3454,15.7745,0.9783,0.0233,0.0071,0.0141,0.7985,0.0375,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.200000,4,NORMAL,0,0.9698,-72.2326,-1.2909,14.7686,0.7299,0.4771,11.3992,0.9827,0.0248,0.0072,0.0105,0.7081,0.0538,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.250000,5,NORMAL,0,0.9625,-76.8015,-9.8298,20.1753,0.7512,0.3661,8.1433,0.987,0.0175,0.002,0.009,0.6313,0.0479,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.300000,6,NORMAL,0,0.9631,-76.9138,-10.9517,15.3764,0.8747,0.4925,13.7339,0.9874,0.0245,0.0046,0.0152,0.5604,0.039,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.350000,7,NORMAL,0,0.9679,-70.2662,-8.3877,22.947,0.7969,0.3656,8.7398,0.9901,0.0206,0.01,0.0017,0.6696,0.0449,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.400000,8,NORMAL,0,0.9538,-75.3134,-5.8164,24.7987,0.7994,0.3704,9.6915,0.9898,0.015,0.0099,0.0165,0.6646,0.0343,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.450000,9,NORMAL,0,0.9621,-82.2908,-9.1765,20.7514,0.8785,0.435,10.289,0.9929,0.0171,0.0046,0.0185,0.6866,0.0446,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.500000,10,NORMAL,0,0.9658,-72.7892,-7.5926,19.3768,0.7395,0.4568,12.0527,0.9826,0.0188,0.0077,0.0078,0.5991,0.0506,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.550000,11,PDCP_DELAY,1,0.9542,-78.0996,-3.2307,12.2284,0.4563,0.4557,156.2226,0.9854,0.015,0.0105,0.0102,0.5249,0.05,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.600000,12,PDCP_DELAY,1,0.9803,-84.1383,-10.662,17.6153,0.5287,0.5823,154.0103,0.9884,0.0126,0.0097,0.0154,0.6573,0.0534,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.650000,13,PDCP_DELAY,1,0.9622,-74.6495,-7.5171,16.711,0.564,0.5757,141.3602,0.9803,0.0253,0.0059,0.0075,0.7727,0.0518,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.700000,14,PDCP_DELAY,1,0.9719,-79.2574,-11.7836,21.0192,0.6087,0.5033,135.9708,0.9897,0.01,0.0114,0.0074,0.7308,0.0539,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.750000,15,PDCP_DELAY,1,0.9642,-75.4979,-8.5055,13.332,0.7848,0.4671,128.7306,0.98,0.0222,0.0105,0.0108,0.8064,0.0652,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.800000,16,PDCP_DELAY,1,0.9694,-81.1586,-7.1972,17.3591,0.6467,0.6755,191.113,0.9891,0.0177,0.0083,0.0182,0.6379,0.0513,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.850000,17,PDCP_DELAY,1,0.9585,-83.426,-7.7872,16.9472,0.4035,0.4841,118.9481,0.9834,0.0169,0.0059,0.0106,0.7621,0.0568,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.900000,18,PDCP_DELAY,1,0.975,-67.7533,-12.6998,16.4442,0.5749,0.4032,153.9656,0.9863,0.014,0.0145,0.0182,0.7122,0.0629,Cell-19,93,PDCP_DELAY
2024-01-15T08:00:00.950000,19,PDCP_DELAY,1,0.9519,-79.5572,-6.354,13.2928,0.4471,0.5222,162.0137,0.99,0.022,0.009,0.0163,0.5998,0.0397,Cell-19,93,PDCP_DELAY
