timestamp,sample_idx,label,fault_active,ho_sr,rsrp,rsrq,sinr,throughput,prb,latency,rrc_sr,rrc_reest,rlf,prach_fail,connected_ues,ul_timing_err,cell_id,run_id,fault_type
2024-01-15T08:00:00,0,NORMAL,0,0.9549,-71.8172,-3.3548,21.1854,0.8931,0.4353,14.9038,0.9814,0.024,0.01,0.0164,0.7553,0.0446,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.050000,1,NORMAL,0,0.9635,-74.5227,-10.0592,18.6808,0.6425,0.4933,12.1399,0.9824,0.0158,0.0073,0.0184,0.6938,0.0429,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.100000,2,NORMAL,0,0.9582,-71.7155,-9.4447,18.1797,0.7899,0.4418,14.5748,0.9787,0.0104,0.0063,0.024,0.8118,0.0683,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.150000,3,NORMAL,0,0.9635,-83.9106,-12.6861,16.1579,0.7642,0.511,14.6034,0.9861,0.0156,0.0051,0.0163,0.7058,0.0539,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.200000,4,NORMAL,0,0.9567,-71.7467,-7.1482,14.788,0.7173,0.4682,11.2965,0.9929,0.0225,0.0065,0.0149,0.6551,0.0427,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.250000,5,NORMAL,0,0.9577,-71.4931,-6.3095,19.8113,0.9012,0.3821,17.0228,0.9805,0.0149,0.0027,0.0128,0.6097,0.0553,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.300000,6,NORMAL,0,0.967,-80.9649,-8.7855,16.8856,0.6379,0.3513,9.6876,0.9922,0.021,0.01,0.0075,0.7455,0.063,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.350000,7,NORMAL,0,0.949,-78.5266,-7.0085,19.9332,0.7257,0.3986,10.2079,0.9856,0.026,0.0057,0.02,0.5875,0.0415,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.400000,8,NORMAL,0,0.9715,-70.3903,-6.2972,14.0526,0.7427,0.4776,12.1246,0.9796,0.0223,0.0059,0.024,0.7736,0.056,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.450000,9,NORMAL,0,0.9759,-74.676,-6.4691,22.4332,0.7996,0.4021,6.8861,0.9846,0.0241,0.0108,0.0175,0.6067,0.0302,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.500000,10,NORMAL,0,0.961,-76.5217,-8.6259,19.8557,0.9389,0.4286,11.3498,0.9837,0.0206,0.0055,0.0156,0.6861,0.0521,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.550000,11,NORMAL,0,0.9687,-72.8313,-11.5438,19.9106,0.7263,0.3433,8.6866,0.9872,0.0189,0.003,0.0174,0.5348,0.0514,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.600000,12,PRACH_CONGESTION,1,0.9346,-66.0916,-10.7294,17.8426,0.5796,0.4351,51.5333,0.7288,0.0223,0.0108,0.324,0.5637,0.0536,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.650000,13,PRACH_CONGESTION,1,0.9437,-81.5382,-7.4527,22.7006,0.6367,0.3522,60.5552,0.6706,0.0143,0.0006,0.3533,0.7779,0.0567,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.700000,14,PRACH_CONGESTION,1,0.9094,-77.9158,-5.1887,18.6022,0.3781,0.3599,60.9903,0.6806,0.0266,0.0059,0.334,0.6571,0.0472,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.750000,15,PRACH_CONGESTION,1,0.9249,-72.8308,-9.5062,14.6313,0.7561,0.4689,49.3809,0.708,0.0064,0.0085,0.3787,0.5671,0.0414,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.800000,16,PRACH_CONGESTION,1,0.8918,-77.3777,-10.3868,12.5005,0.5966,0.4075,53.1092,0.6922,0.0256,0.0045,0.2603,0.6185,0.0503,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.850000,17,PRACH_CONGESTION,1,0.899,-82.0411,-7.8458,21.1671,0.4611,0.4552,45.7044,0.6983,0.0195,0.0006,0.4587,0.6593,0.0397,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.900000,18,PRACH_CONGESTION,1,0.9463,-70.4502,-6.7199,19.0692,0.5171,0.4145,73.7379,0.6196,0.0211,0.0102,0.3303,0.8831,0.0372,Cell-06,31,PRACH_CONGESTION
2024-01-15T08:00:00.950000,19,PRACH_CONGESTION,1,0.911,-64.416,-9.6724,17.2025,0.6653,0.3966,61.4221,0.7547,0.0215,0.0089,0.3954,0.6544,0.05,Cell-06,31,PRACH_CONGESTION
